Image Name,Focus Score (Daugman),Defocus Metric,Occlusion Percentage,Occlusion Score,Pixel Ratio,Estimated Pixels,Occluded Pixels,Pixel Count Score,Sharpness,Focus Score,Motion Blur Angle,Motion Blur Strength,Motion Blur Metric,Blur Score,Off-Angle Metric,Usable Area,Gray Level Spread,Iris Size,Dilation Metric,Dilation Score,Interlacing Score,Illumination Score,Lighting Score,Quality Score 1,Quality Score 2
C330_S2_I12.tiff,1.38,152264.0,100.04,0.89,0.81,10994.0,2522.0,13516.0,9.45,0.68,45.0,286.0,197969.1,19.5,5.43,73.49,4.38,68.64,51.49,0.99,49.78,0.11,15.32,0.64,0.75
C367_S1_I13.tiff,10.39,2580231.0,100.03,0.84,0.81,16030.0,3646.0,19676.0,13.11,0.32,135.0,286.0,286598.71,10.5,4.16,80.07,5.45,89.78,44.64,0.99,50.44,0.16,129.26,0.64,0.67
C501_S2_I3.tiff,21.51,881489.0,98.0,0.96,0.36,1605.0,2802.0,4407.0,14.25,0.68,45.0,277.0,271744.65,10.5,4.94,54.29,5.69,46.66,67.61,0.98,54.54,0.04,39.8,0.65,0.72
C391_S1_I1.tiff,9.59,916489.0,100.11,0.96,0.98,4386.0,71.0,4457.0,13.79,0.31,45.0,290.0,275426.02,10.5,20.26,98.49,5.89,40.26,12.31,1.0,52.12,0.04,61.39,0.64,0.68
C449_S2_I15.tiff,33.34,543023.0,100.0,0.91,0.84,8907.0,1760.0,10667.0,16.97,0.44,45.0,280.0,274483.39,25.5,6.96,78.4,5.23,70.59,46.48,0.99,50.84,0.09,39.11,0.63,0.83
C437_S1_I9.tiff,14.98,954987.0,100.0,0.93,0.84,7419.0,1438.0,8857.0,15.17,0.28,135.0,284.0,259372.3,7.5,6.86,82.31,5.09,56.52,42.06,0.99,52.7,0.07,48.05,0.64,0.77
C391_S1_I10.tiff,65.39,2487132.0,100.04,0.89,0.94,12280.0,752.0,13032.0,26.97,0.68,135.0,289.0,298159.53,7.5,17.51,94.79,6.08,72.75,22.82,1.0,56.64,0.11,172.09,0.64,0.69
C456_S1_I10.tiff,16.88,2096632.0,100.07,0.91,0.8,8987.0,2291.0,11278.0,15.57,0.26,135.0,288.0,276218.66,10.5,8.15,69.25,5.84,65.83,55.46,0.99,57.36,0.09,127.74,0.64,0.85
C490_S1_I4.tiff,7.49,978298.0,100.04,0.95,0.9,5001.0,564.0,5565.0,13.4,0.13,135.0,289.0,259630.83,7.5,5.03,91.99,5.67,49.1,28.31,1.0,53.6,0.05,43.92,0.65,0.76
C367_S1_I11.tiff,21.81,2267444.0,100.03,0.92,0.87,8829.0,1333.0,10162.0,16.9,0.13,135.0,288.0,260739.2,7.5,13.84,86.63,6.44,61.98,36.57,1.0,53.94,0.08,237.01,0.64,0.76
C179_S1_I11.tiff,8.33,2910064.0,100.09,0.88,0.58,8153.0,5928.0,14081.0,13.03,0.24,135.0,288.0,298801.31,7.5,2.14,50.38,6.12,78.13,70.44,0.99,53.19,0.12,241.49,0.64,0.83
C249_S1_I4.tiff,4.56,959006.0,100.11,0.95,0.93,5233.0,415.0,5648.0,13.55,0.42,45.0,293.0,242126.26,13.5,12.69,92.73,5.58,45.73,26.96,1.0,55.46,0.05,43.03,0.64,0.68
C20_S1_I8.tiff,40.34,1891532.0,100.07,0.93,0.92,7473.0,688.0,8161.0,22.2,0.49,135.0,286.0,270214.52,7.5,17.26,92.76,6.68,55.62,26.91,1.0,54.91,0.07,257.17,0.64,0.77
C20_S2_I6.tiff,11.21,1228945.0,100.02,0.95,0.94,5251.0,353.0,5604.0,15.19,0.32,45.0,278.0,274480.83,7.5,2.55,93.9,6.12,46.18,24.69,1.0,56.25,0.05,85.34,0.64,0.69
C363_S1_I5.tiff,73.75,1592472.0,100.52,0.95,0.91,5846.0,550.0,6396.0,16.68,0.88,45.0,286.0,264725.98,7.5,12.8,90.5,5.87,48.14,30.83,1.0,53.08,0.05,96.29,0.64,0.79
C100_S2_I14.tiff,2.12,1863936.0,100.09,0.91,0.9,9488.0,1060.0,10548.0,12.03,0.22,135.0,278.0,265317.77,19.5,4.44,79.73,5.57,67.22,45.02,1.0,51.71,0.09,87.56,0.65,0.7
C17_S2_I8.tiff,15.49,670121.0,98.78,0.92,0.44,4405.0,5568.0,9973.0,16.91,0.35,135.0,283.0,290259.61,10.5,5.07,19.68,5.21,59.21,89.62,0.98,56.25,0.08,40.85,0.63,0.76
C115_S1_I10.tiff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C267_S2_I12.tiff,40.07,1668906.0,100.08,0.92,0.65,6443.0,3424.0,9867.0,20.62,0.33,135.0,284.0,307113.51,10.5,4.91,63.7,6.37,64.85,60.25,0.99,55.3,0.08,135.06,0.64,0.83
C73_S1_I4.tiff,9.77,886182.0,100.05,0.95,0.9,5541.0,610.0,6151.0,15.26,0.21,45.0,277.0,268987.02,19.5,11.52,90.32,5.42,48.17,31.11,1.0,55.68,0.05,36.2,0.64,0.68
C123_S1_I3.tiff,7.56,669485.0,100.14,0.97,0.92,3249.0,287.0,3536.0,12.87,0.27,135.0,277.0,277681.7,7.5,11.38,92.06,6.16,39.17,28.17,1.0,51.33,0.03,52.53,0.65,0.66
C364_S2_I5.tiff,78.81,1530887.0,97.02,0.95,0.93,5187.0,389.0,5576.0,18.26,0.63,135.0,272.0,268885.92,7.5,13.94,93.26,5.77,46.74,25.96,1.0,55.13,0.05,93.68,0.65,0.75
C505_S1_I4.tiff,4.47,1055654.0,100.02,0.95,0.93,5327.0,419.0,5746.0,12.26,0.23,135.0,292.0,244256.98,7.5,10.75,93.36,5.58,48.68,25.78,1.0,51.62,0.05,52.65,0.65,0.68
C467_S1_I3.tiff,41.27,1204411.0,100.17,0.96,0.32,1718.0,3680.0,5398.0,18.04,0.41,45.0,287.0,255716.25,7.5,7.39,51.43,5.94,52.1,69.69,0.98,55.59,0.04,67.27,0.65,0.69
C338_S1_I2.tiff,16.23,725540.0,100.02,0.97,0.94,3804.0,248.0,4052.0,17.39,0.25,135.0,271.0,263235.64,13.5,10.24,96.07,5.82,41.92,19.82,1.0,55.47,0.03,37.09,0.65,0.68
C377_S1_I14.tiff,20.85,2467447.0,98.07,0.75,0.44,13189.0,16611.0,29800.0,14.03,0.57,135.0,282.0,282318.14,4.5,2.86,41.3,5.84,110.02,76.61,0.98,52.93,0.25,276.04,0.66,0.74
C100_S2_I9.tiff,28.84,2011159.0,99.03,0.93,0.88,7443.0,971.0,8414.0,17.12,0.41,135.0,287.0,279330.55,10.5,14.19,88.1,5.79,56.54,34.49,1.0,57.58,0.07,112.22,0.63,0.75
C425_S2_I10.tiff,75.48,3124572.0,100.02,0.9,0.88,10157.0,1349.0,11506.0,19.63,0.41,135.0,279.0,278577.79,7.5,12.71,88.88,5.94,67.15,33.34,1.0,55.25,0.1,266.49,0.63,0.7
C147_S1_I9.tiff,75.43,3139670.0,88.04,0.9,0.77,9233.0,2689.0,11922.0,22.99,0.53,135.0,272.0,306376.47,7.5,11.29,85.54,6.2,78.49,38.02,1.0,54.9,0.1,196.62,0.68,0.76
C195_S1_I1.tiff,10.16,879064.0,100.08,0.96,0.97,4584.0,159.0,4743.0,14.15,0.3,135.0,287.0,282094.11,7.5,11.22,96.36,5.99,40.96,19.07,1.0,53.93,0.04,59.11,0.64,0.69
C484_S1_I2.tiff,6.33,997307.0,100.21,0.95,0.67,3867.0,1876.0,5743.0,12.8,0.36,45.0,286.0,281351.62,7.5,3.05,60.79,5.79,52.27,62.62,0.99,52.36,0.05,41.0,0.64,0.71
C502_S2_I14.tiff,86.48,1087353.0,99.53,0.87,0.28,4428.0,11441.0,15869.0,17.34,1.67,135.0,281.0,290429.38,13.5,4.56,21.3,4.96,78.58,88.72,0.97,54.81,0.13,80.13,0.63,0.82
C127_S2_I4.tiff,5.35,1181633.0,100.04,0.96,0.91,4359.0,429.0,4788.0,13.32,0.17,45.0,286.0,273632.82,7.5,21.66,92.98,6.26,45.81,26.49,1.0,53.72,0.04,100.48,0.65,0.66
C506_S1_I7.tiff,22.22,1455543.0,100.06,0.92,0.94,8675.0,579.0,9254.0,17.49,0.48,45.0,289.0,293180.27,7.5,15.48,93.3,5.87,57.93,25.89,1.0,53.08,0.08,85.21,0.65,0.74
C507_S1_I2.tiff,3.37,970361.0,99.6,0.94,0.42,3004.0,4185.0,7189.0,11.33,0.26,135.0,271.0,240308.79,10.5,2.45,61.66,5.84,61.52,61.92,0.98,49.89,0.06,51.88,0.64,0.69
C199_S1_I5.tiff,13.02,397222.0,91.97,0.96,0.48,2450.0,2706.0,5156.0,16.35,0.36,45.0,284.0,255304.54,13.5,7.51,35.41,5.32,42.95,80.37,0.98,55.01,0.04,22.43,0.64,0.67
C370_S1_I13.tiff,19.23,397080.0,100.01,0.87,0.71,11200.0,4561.0,15761.0,15.32,0.4,135.0,291.0,265366.54,13.5,3.05,76.64,4.76,99.71,48.33,0.98,52.0,0.13,43.78,0.66,0.76
C173_S2_I10.tiff,10.73,2182939.0,100.04,0.91,0.87,9536.0,1410.0,10946.0,15.23,0.37,135.0,288.0,279104.6,7.5,9.61,87.64,5.77,63.58,35.15,1.0,55.56,0.09,131.78,0.64,0.68
C444_S1_I4.tiff,4.96,1967164.0,100.11,0.91,0.63,7118.0,4130.0,11248.0,12.8,0.17,45.0,263.0,281059.23,7.5,1.07,69.33,6.41,78.24,55.38,0.99,54.62,0.09,298.08,0.64,0.78
C111_S2_I7.tiff,59.31,1632262.0,100.07,0.94,0.93,6321.0,446.0,6767.0,27.21,0.45,45.0,267.0,257960.55,7.5,19.95,93.83,6.39,52.69,24.84,1.0,57.77,0.06,152.61,0.65,0.73
C240_S2_I4.tiff,48.78,1536071.0,100.07,0.95,0.97,5606.0,203.0,5809.0,17.56,0.85,135.0,283.0,276736.27,10.5,16.67,95.95,5.45,47.81,20.11,1.0,57.02,0.05,91.04,0.64,0.75
C304_S1_I2.tiff,26.82,914340.0,100.09,0.96,0.85,3963.0,675.0,4638.0,18.3,0.19,135.0,278.0,246387.08,7.5,18.28,86.95,6.28,41.28,36.13,1.0,54.74,0.04,75.14,0.64,0.66
C11_S1_I6.tiff,12.2,340214.0,100.06,0.96,0.64,3062.0,1699.0,4761.0,14.37,0.3,45.0,277.0,254148.32,13.5,5.53,63.37,5.33,47.92,60.52,0.99,54.91,0.04,21.34,0.64,0.67
C148_S2_I3.tiff,51.8,4823608.0,81.76,0.84,0.81,15879.0,3750.0,19629.0,16.91,0.78,45.0,289.0,293619.16,1.5,7.96,88.18,6.66,107.89,34.38,1.0,54.07,0.16,573.77,0.64,0.73
C297_S2_I4.tiff,1.84,188066.0,100.11,0.97,0.56,2002.0,1582.0,3584.0,12.15,0.22,135.0,293.0,204746.54,10.5,0.0,47.07,4.86,44.87,72.75,0.98,56.08,0.03,7.96,0.66,0.67
C188_S2_I13.tiff,23.42,3332174.0,100.03,0.84,0.81,15957.0,3775.0,19732.0,17.11,0.5,135.0,278.0,243698.95,10.5,6.94,76.07,5.29,84.93,48.91,0.99,52.83,0.16,136.3,0.63,0.73
C278_S1_I3.tiff,2.59,112797.0,98.28,0.96,0.15,617.0,3623.0,4240.0,10.39,0.53,135.0,272.0,182373.62,16.5,0.0,7.63,4.65,37.64,96.11,0.95,51.77,0.04,9.17,0.64,0.72
C269_S1_I11.tiff,20.39,2114405.0,100.1,0.92,0.86,8735.0,1372.0,10107.0,17.41,0.16,135.0,272.0,281404.21,7.5,13.7,87.64,6.54,62.24,35.16,1.0,56.09,0.08,252.95,0.68,0.81
C439_S1_I7.tiff,17.03,2135398.0,100.04,0.93,0.91,7724.0,793.0,8517.0,16.81,0.27,45.0,283.0,284131.36,7.5,9.91,91.24,6.03,55.47,29.6,1.0,54.41,0.07,168.98,0.63,0.77
C29_S1_I9.tiff,27.69,2055613.0,100.06,0.93,0.94,7579.0,513.0,8092.0,17.36,0.29,45.0,286.0,279205.93,10.5,13.86,94.9,6.15,58.13,22.58,1.0,54.37,0.07,162.89,0.67,0.69
C246_S1_I6.tiff,24.89,796057.0,100.1,0.96,0.41,2123.0,3037.0,5160.0,19.04,0.22,45.0,291.0,246491.69,7.5,8.61,37.45,5.54,46.72,79.09,0.98,55.6,0.04,35.67,0.64,0.78
C496_S2_I11.tiff,17.32,3651385.0,100.3,0.88,0.97,13788.0,427.0,14215.0,16.6,0.3,45.0,280.0,311266.97,13.5,10.65,98.22,6.64,92.52,13.35,1.0,55.81,0.12,586.63,0.66,0.69
C501_S1_I10.tiff,25.76,2599287.0,100.04,0.9,0.71,8190.0,3392.0,11582.0,17.13,0.31,135.0,282.0,295759.46,10.5,6.51,58.42,5.54,63.94,64.48,0.99,53.98,0.1,136.93,0.64,0.86
C196_S1_I4.tiff,44.47,1437989.0,100.06,0.95,0.97,6112.0,174.0,6286.0,21.3,0.34,135.0,275.0,318154.44,7.5,36.86,96.83,6.36,47.09,17.8,1.0,56.34,0.05,125.27,0.64,0.66
C62_S2_I15.tiff,6.05,1510947.0,100.08,0.84,0.56,11101.0,8658.0,19759.0,13.03,0.21,135.0,284.0,260292.05,7.5,1.56,43.02,5.24,83.48,75.49,0.98,51.59,0.16,101.92,0.66,0.74
C148_S1_I9.tiff,59.31,694874.0,100.03,0.95,0.56,3591.0,2818.0,6409.0,21.29,0.7,135.0,279.0,258835.9,10.5,8.16,24.42,4.85,49.94,86.93,0.99,55.21,0.05,38.15,0.64,0.69
C317_S2_I8.tiff,11.98,648699.0,100.04,0.92,0.74,6884.0,2405.0,9289.0,14.62,0.35,45.0,274.0,292210.72,10.5,2.55,60.94,5.16,56.49,62.5,0.99,53.88,0.08,37.65,0.64,0.83
C507_S2_I14.tiff,5.66,2089934.0,100.03,0.81,0.79,17879.0,4694.0,22573.0,12.94,0.29,135.0,274.0,257165.27,4.5,4.1,69.8,5.04,89.68,54.95,0.99,51.7,0.19,150.03,0.63,0.79
C338_S1_I13.tiff,75.19,3884731.0,100.05,0.84,0.79,15251.0,3946.0,19197.0,28.17,1.11,135.0,283.0,313590.1,13.5,7.11,76.8,5.95,88.56,48.16,1.0,56.47,0.16,247.33,0.64,0.69
C30_S1_I1.tiff,10.24,1428664.0,100.13,0.96,0.94,4943.0,290.0,5233.0,14.66,0.12,135.0,288.0,250427.81,7.5,12.59,95.02,6.54,43.94,22.31,1.0,54.66,0.04,193.95,0.64,0.68
C434_S2_I9.tiff,16.78,1710494.0,98.47,0.94,0.97,7259.0,263.0,7522.0,15.94,0.3,135.0,269.0,247785.46,13.5,8.02,96.05,5.74,54.42,19.88,1.0,53.53,0.06,88.58,0.65,0.67
C387_S2_I12.tiff,9.13,2326801.0,100.17,0.91,0.93,9728.0,701.0,10429.0,14.59,0.19,135.0,286.0,240297.29,7.5,8.07,92.68,6.64,63.55,27.05,1.0,54.21,0.09,268.33,0.64,0.77
C213_S1_I6.tiff,47.45,1403047.0,98.15,0.95,0.55,3083.0,2550.0,5633.0,19.61,0.66,135.0,285.0,281048.56,4.5,6.84,53.98,5.45,49.09,67.84,0.99,55.97,0.05,84.32,0.64,0.72
C470_S1_I10.tiff,26.91,2409131.0,100.03,0.9,0.93,11111.0,810.0,11921.0,18.11,0.48,135.0,288.0,285625.07,7.5,17.89,94.34,5.88,70.32,23.79,1.0,56.3,0.1,145.58,0.65,0.75
C521_S2_I11.tiff,24.26,1262559.0,100.06,0.92,0.58,5783.0,4240.0,10023.0,17.37,0.35,135.0,286.0,285026.45,10.5,2.94,50.88,5.99,68.0,70.09,0.99,55.52,0.08,100.03,0.65,0.69
C205_S2_I8.tiff,45.4,436345.0,100.02,0.96,0.57,2987.0,2246.0,5233.0,20.1,0.55,45.0,276.0,257607.93,10.5,8.06,46.22,4.95,45.4,73.33,0.98,56.03,0.04,26.33,0.64,0.72
C451_S2_I10.tiff,10.71,1120282.0,100.09,0.89,0.79,10128.0,2691.0,12819.0,15.89,0.46,135.0,274.0,277426.02,7.5,5.6,75.52,5.4,69.87,49.47,0.99,56.54,0.11,58.17,0.64,0.71
C185_S1_I11.tiff,36.49,1814660.0,100.02,0.9,0.7,8026.0,3502.0,11528.0,18.86,0.69,135.0,291.0,265325.6,10.5,6.46,63.55,5.97,66.31,60.37,0.99,55.62,0.1,100.74,0.64,0.75
C24_S1_I12.tiff,55.75,3288133.0,100.03,0.89,0.92,11846.0,961.0,12807.0,23.62,0.34,45.0,288.0,328539.93,7.5,17.1,93.36,6.68,70.72,25.77,1.0,56.71,0.11,464.14,0.64,0.7
C514_S1_I11.tiff,4.09,86784.0,100.04,0.9,0.89,11116.0,1324.0,12440.0,12.21,0.41,135.0,284.0,211430.62,10.5,0.0,89.38,4.63,69.33,32.6,0.99,51.46,0.1,16.51,0.63,0.77
C261_S1_I4.tiff,10.0,1030809.0,77.22,0.93,0.67,5971.0,2892.0,8863.0,12.99,0.41,135.0,276.0,249397.31,10.5,4.35,77.45,5.67,78.72,47.49,0.99,52.95,0.07,70.7,0.64,0.67
C507_S2_I3.tiff,1.48,1242864.0,100.24,0.93,0.6,5258.0,3457.0,8715.0,10.15,0.23,45.0,284.0,262028.55,7.5,3.1,69.77,5.89,70.67,54.98,0.99,52.25,0.07,71.64,0.65,0.77
C232_S1_I14.tiff,25.75,2607346.0,100.11,0.87,0.58,9192.0,6535.0,15727.0,16.99,0.45,45.0,276.0,255026.81,10.5,3.11,44.29,5.88,81.03,74.64,0.99,54.27,0.13,155.76,0.65,0.75
C301_S1_I5.tiff,4.76,1037704.0,100.11,0.95,0.88,4955.0,645.0,5600.0,12.66,0.2,135.0,284.0,271525.06,7.5,6.59,88.39,5.85,46.07,34.07,1.0,52.91,0.05,58.7,0.64,0.73
C299_S1_I13.tiff,23.83,2700001.0,100.05,0.81,0.51,11373.0,10997.0,22370.0,17.62,0.35,45.0,270.0,266392.6,7.5,4.28,42.27,5.45,91.62,75.98,0.98,53.24,0.19,152.66,0.63,0.7
C451_S1_I14.tiff,7.29,786226.0,100.05,0.84,0.71,13783.0,5539.0,19322.0,12.92,0.27,135.0,272.0,247177.2,7.5,1.37,65.32,5.09,85.94,58.89,0.99,52.35,0.16,81.48,0.64,0.79
C225_S1_I3.tiff,6.92,1026340.0,100.12,0.97,0.74,3101.0,1073.0,4174.0,13.43,0.32,45.0,290.0,245755.52,4.5,2.26,53.28,5.78,38.78,68.35,0.99,52.97,0.03,55.9,0.64,0.68
C54_S1_I13.tiff,13.19,356414.0,100.0,0.99,0.68,1190.0,568.0,1758.0,16.52,0.24,45.0,289.0,252162.58,10.5,4.13,46.22,5.56,27.27,73.34,0.99,54.81,0.01,14.03,0.66,0.67
C216_S1_I3.tiff,24.42,598509.0,100.0,0.98,0.55,1294.0,1044.0,2338.0,17.26,0.21,45.0,279.0,239164.36,25.5,10.83,43.16,6.5,31.33,75.39,0.99,53.14,0.02,50.87,0.66,0.67
C374_S1_I9.tiff,19.85,1577064.0,100.05,0.94,0.53,3530.0,3136.0,6666.0,17.49,0.3,135.0,277.0,247479.13,16.5,2.32,25.45,5.81,50.2,86.34,0.99,57.41,0.06,81.55,0.64,0.72
C486_S1_I2.tiff,3.27,375742.0,100.06,0.97,0.93,3218.0,243.0,3461.0,11.38,0.27,135.0,279.0,243668.52,16.5,16.66,93.06,5.13,37.02,26.34,1.0,53.04,0.03,16.75,0.65,0.68
C270_S1_I10.tiff,0.74,286959.0,100.04,0.9,0.88,10262.0,1395.0,11657.0,9.67,0.27,135.0,278.0,189652.5,10.5,0.0,89.05,4.99,67.46,33.09,0.99,49.87,0.1,26.22,0.63,0.7
C110_S2_I6.tiff,6.8,1128779.0,100.09,0.95,0.9,5131.0,549.0,5680.0,14.1,0.18,135.0,291.0,257912.56,10.5,0.0,88.16,5.72,44.36,34.41,1.0,53.96,0.05,57.07,0.64,0.66
C173_S2_I1.tiff,5.32,504225.0,100.1,0.97,0.92,3530.0,294.0,3824.0,12.76,0.21,45.0,293.0,241493.26,7.5,12.03,91.94,5.1,37.76,28.39,1.0,52.05,0.03,21.2,0.65,0.69
C195_S1_I3.tiff,13.41,986720.0,100.13,0.96,0.96,4473.0,187.0,4660.0,14.96,0.31,45.0,278.0,279188.65,7.5,16.26,96.9,5.95,40.97,17.6,1.0,54.17,0.04,60.3,0.64,0.71
C304_S2_I10.tiff,5.59,1099508.0,100.03,0.89,0.84,10805.0,2008.0,12813.0,11.81,0.39,135.0,266.0,243851.81,7.5,2.02,80.13,5.53,69.43,44.58,0.99,51.38,0.11,86.91,0.64,0.79
C175_S1_I15.tiff,65.87,4349320.0,100.04,0.82,0.8,16947.0,4147.0,21094.0,16.22,0.74,135.0,282.0,270478.63,16.5,6.65,77.31,4.91,90.7,47.63,0.99,51.87,0.18,166.81,0.64,0.71
C354_S1_I6.tiff,11.33,974180.0,98.28,0.96,0.65,2827.0,1523.0,4350.0,15.05,0.11,45.0,286.0,213676.16,7.5,4.24,33.12,5.91,41.08,81.78,0.99,52.92,0.04,51.53,0.65,0.67
C208_S1_I12.tiff,63.74,3154767.0,100.05,0.9,0.93,11228.0,873.0,12101.0,25.84,0.47,45.0,288.0,287275.32,7.5,15.56,93.57,6.69,67.66,25.36,1.0,57.32,0.1,456.94,0.65,0.7
C335_S1_I15.tiff,18.18,3048446.0,100.07,0.83,0.89,17951.0,2186.0,20137.0,15.17,0.56,45.0,278.0,246325.25,7.5,7.7,88.71,5.53,90.21,33.6,1.0,52.89,0.17,148.6,0.64,0.69
C85_S1_I7.tiff,80.87,2348260.0,100.04,0.93,0.51,4317.0,4224.0,8541.0,22.35,0.67,45.0,293.0,295118.87,10.5,6.07,22.09,5.52,55.91,88.27,0.99,54.6,0.07,177.4,0.64,0.73
C354_S1_I2.tiff,6.2,927747.0,89.79,0.96,0.54,2762.0,2323.0,5085.0,12.96,0.11,45.0,281.0,261489.88,10.5,2.62,19.38,6.11,39.88,89.79,0.99,51.51,0.04,94.15,0.64,0.72
C6_S1_I4.tiff,36.51,1085401.0,100.03,0.95,0.96,5517.0,204.0,5721.0,19.11,0.3,45.0,290.0,312147.4,10.5,31.07,95.48,6.25,49.48,21.27,1.0,55.1,0.05,79.67,0.65,0.66
C254_S2_I6.tiff,8.3,774921.0,100.05,0.96,0.78,3448.0,992.0,4440.0,13.55,0.14,135.0,282.0,249118.36,10.5,2.57,80.11,5.51,45.55,44.6,0.99,52.59,0.04,39.51,0.66,0.68
C283_S1_I4.tiff,4.59,440763.0,100.02,0.96,0.92,4677.0,387.0,5064.0,13.11,0.18,135.0,277.0,249129.58,16.5,8.02,93.5,5.17,45.89,25.5,1.0,52.65,0.04,22.27,0.64,0.68
C124_S1_I12.tiff,46.22,1071709.0,100.28,0.96,0.99,4318.0,22.0,4340.0,19.08,0.28,45.0,280.0,258260.77,22.5,137.47,99.74,6.28,49.19,5.08,1.0,54.02,0.04,79.41,0.67,0.67
C138_S1_I8.tiff,25.25,223024.0,99.9,0.94,0.67,4692.0,2326.0,7018.0,20.3,0.72,135.0,271.0,231623.66,16.5,7.09,61.13,4.87,53.63,62.35,0.98,57.18,0.06,17.96,0.67,0.72
C422_S2_I7.tiff,11.92,1792801.0,100.09,0.93,0.94,7637.0,488.0,8125.0,14.54,0.26,135.0,285.0,287368.49,10.5,7.08,94.03,5.89,54.07,24.44,1.0,54.44,0.07,114.58,0.66,0.8
C48_S2_I5.tiff,10.38,739679.0,97.53,0.95,0.29,1693.0,4219.0,5912.0,13.62,0.31,135.0,281.0,256295.49,7.5,1.7,43.46,5.93,56.58,75.19,0.98,53.93,0.05,50.37,0.64,0.8
C253_S2_I14.tiff,5.17,3276058.0,100.03,0.85,0.82,14686.0,3176.0,17862.0,12.27,0.15,135.0,275.0,260553.58,7.5,2.99,82.79,6.1,81.52,41.49,1.0,53.26,0.15,248.2,0.69,0.75
C26_S2_I9.tiff,11.28,253867.0,100.08,0.93,0.77,6064.0,1813.0,7877.0,14.52,0.47,135.0,284.0,240564.21,7.5,3.99,72.26,4.78,55.95,52.67,0.99,53.99,0.07,24.7,0.64,0.79
C23_S1_I6.tiff,6.69,1088439.0,100.04,0.95,0.95,5327.0,286.0,5613.0,14.11,0.33,45.0,282.0,240124.45,10.5,13.98,94.51,5.52,45.23,23.43,1.0,52.55,0.05,49.08,0.64,0.72
C482_S1_I3.tiff,3.74,343820.0,100.08,0.97,0.62,2361.0,1424.0,3785.0,11.54,0.23,45.0,277.0,225296.15,19.5,1.08,18.35,5.01,38.41,90.36,0.99,51.84,0.03,19.36,0.64,0.68
C411_S1_I2.tiff,16.0,820723.0,98.11,0.96,0.62,2704.0,1625.0,4329.0,16.15,0.26,45.0,290.0,269761.69,10.5,9.36,46.69,5.76,39.33,73.01,0.99,55.06,0.04,39.98,0.64,0.66
C74_S2_I15.tiff,30.25,1685210.0,100.05,0.83,0.72,14267.0,5612.0,19879.0,17.59,0.49,45.0,279.0,283743.33,16.5,3.63,68.24,5.22,91.77,56.36,0.99,53.85,0.17,88.56,0.64,0.74
C439_S2_I7.tiff,6.69,1709032.0,100.06,0.94,0.92,6395.0,526.0,6921.0,14.36,0.27,45.0,285.0,285707.5,13.5,22.27,92.65,5.99,52.03,27.11,1.0,53.68,0.06,111.64,0.65,0.73
C171_S1_I11.tiff,23.55,2923871.0,100.02,0.9,0.91,10626.0,1077.0,11703.0,17.13,0.31,45.0,282.0,264900.92,7.5,11.42,91.5,6.44,66.53,29.16,1.0,54.74,0.1,308.01,0.64,0.74
C141_S1_I7.tiff,10.95,1177241.0,99.25,0.95,0.88,4971.0,646.0,5617.0,12.98,0.1,45.0,287.0,266479.39,16.5,13.67,92.33,5.61,56.82,27.69,1.0,51.83,0.05,47.94,0.66,0.69
C314_S1_I7.tiff,63.44,3212683.0,99.94,0.91,0.56,6297.0,5038.0,11335.0,22.08,0.53,135.0,284.0,304204.46,1.5,6.92,82.67,6.07,107.7,41.62,0.99,56.89,0.09,343.71,0.66,0.72
C46_S1_I4.tiff,10.93,1252074.0,100.06,0.96,0.91,4486.0,449.0,4935.0,13.93,0.23,45.0,274.0,284191.9,10.5,21.19,92.02,6.33,46.3,28.25,1.0,55.09,0.04,100.45,0.64,0.72
C90_S1_I15.tiff,63.63,3588934.0,100.2,0.87,0.88,13832.0,1848.0,15680.0,24.47,0.81,45.0,272.0,320236.42,4.5,14.56,91.39,6.1,82.78,29.34,1.0,55.49,0.13,275.05,0.65,0.78
C87_S1_I12.tiff,32.46,3028547.0,100.04,0.89,0.92,11574.0,1051.0,12625.0,18.9,0.28,135.0,285.0,287232.53,7.5,9.28,89.79,6.24,70.55,31.95,1.0,54.93,0.11,280.06,0.64,0.73
C262_S1_I10.tiff,26.79,488466.0,100.02,0.9,0.8,9952.0,2515.0,12467.0,15.66,0.54,135.0,276.0,232579.67,7.5,8.2,75.01,5.15,71.92,49.99,0.99,52.89,0.1,41.39,0.64,0.73
C389_S1_I7.tiff,51.63,1512486.0,99.96,0.93,0.82,6439.0,1403.0,7842.0,15.85,0.62,135.0,284.0,271121.32,7.5,10.35,78.72,5.33,57.27,46.13,1.0,54.82,0.07,73.69,0.65,0.77
C179_S1_I1.tiff,5.68,754246.0,100.07,0.96,0.92,3897.0,323.0,4220.0,13.45,0.35,135.0,285.0,252684.55,10.5,14.94,94.78,5.31,39.22,22.85,1.0,53.28,0.04,35.49,0.64,0.7
C415_S1_I11.tiff,32.33,1717574.0,100.08,0.91,0.59,6158.0,4211.0,10369.0,19.51,0.44,135.0,287.0,263114.31,10.5,4.02,54.29,5.69,63.94,67.61,0.99,54.85,0.09,117.22,0.64,0.78
